Application_ID,Candidate_Name,Gender,Age,City,State,Qualification,Specialization,College_Name,Graduation_Year,Experience_Years,Previous_Company,Applied_Role,Department,Skills,Certification,Expected_Salary_LPA,Current_Salary_LPA,Notice_Period_Days,Application_Date,Interview_Score,Technical_Test_Score,Communication_Score,Status,Work_Mode,Preferred_Location
APP0299,Chirag Bahl,Female,33,Bhubaneswar,Odisha,MBA,Cloud Computing,"Issac, Bora and Rajagopalan Institute",2024,1,Oracle,Project Manager,Management,Agile;Scrum;Leadership,,25.2,22.6,15,2026-04-20,76.0,,,Selected,Onsite,Ahmedabad
APP0300,Yuvraj  Bail,Male,37,Chennai,Tamil Nadu,MCA,AI & ML,Mahal Ltd Institute,2018,6,Tech Mahindra,Database Administrator,Database,Oracle;SQL Server;Backup,Scrum Master,30.6,28.3,15,2026-01-11,77.0,,89.0,Pending,Remote,Kochi
APP0301,Gatik Bandi,Male,22,Mumbai,Maharashtra,BCA,Data Science,Khalsa PLC Institute,2023,3,HCL,Python Developer,Software Development,Python;Django;SQL,,20.3,16.6,15,2025-01-13,82.0,,72.0,Pending,Remote,Mumbai
APP0302,Anahita Master,Male,35,Kochi,Kerala,MCA,Software Engineering,Bera Ltd Institute,2021,3,LTIMindtree,AI Engineer,AI/ML,Python;TensorFlow;NLP,,27.7,24.1,45,2025-12-05,71.0,,,Rejected,Remote,Indore
APP0303,Adah Bajwa,Male,33,Mumbai,Maharashtra,B.E.,Business Analytics,"Hayer, Ratti and Bhargava Institute",2016,10,Infosys,QA Engineer,Testing,Selenium;Java;Manual Testing,Google Data Analytics,15.9,13.6,90,2025-09-09,,76.0,88.0,Rejected,Remote,Kolkata
APP0304,Charvi Srinivasan,Male,22,Ahmedabad,Gujarat,MBA,Software Engineering,Ganesan Ltd Institute,2020,4,Cognizant,Data Scientist,Analytics,Python;Machine Learning;SQL,Google Data Analytics,12.0,10.9,45,2025-12-01,,88.0,91.0,Rejected,Onsite,Pune
APP0305,Damini Kalla,Female,31,Gurgaon,Haryana,MBA,Cyber Security,Dash-Shah Institute,2021,4,Accenture,BI Developer,Analytics,Power BI;DAX;SQL,AWS Certified,16.5,12.6,15,2025-10-18,,,90.0,Rejected,Onsite,Kochi
APP0306,Gatik Madan,Female,36,Chennai,Tamil Nadu,B.Tech,Business Analytics,Luthra Inc Institute,2021,4,LTIMindtree,Data Analyst,Analytics,Python;Pandas;Power BI,,24.1,22.4,30,2025-11-19,,,84.0,Selected,Remote,Pune
APP0307,Yasmin Kala,Male,31,Jaipur,Rajasthan,M.Sc Data Science,Computer Science,Chawla Group Institute,2021,4,Accenture,DevOps Engineer,Cloud,Docker;Kubernetes;CI/CD,Azure AI,6.0,2.8,30,2025-06-23,,,61.0,Pending,Onsite,Gurgaon
APP0308,Kimaya Bhavsar,Male,28,Noida,Uttar Pradesh,MBA,AI & ML,Kale LLC Institute,2024,0,,Project Manager,Management,Agile;Scrum;Leadership,AWS Certified,22.0,,30,2026-04-10,64.0,,,Pending,Remote,Bhubaneswar
APP0309,Mehul Basu,Female,33,Hyderabad,Telangana,MCA,Information Technology,Gade Ltd Institute,2020,4,Persistent,Data Scientist,Analytics,Python;Machine Learning;SQL,,9.3,5.9,90,2025-08-07,66.0,91.0,64.0,Selected,Hybrid,Kochi
APP0310,Alia Thakkar,Male,35,Indore,Madhya Pradesh,B.E.,Computer Science,Jha-Bumb Institute,2016,10,Wipro,Cloud Engineer,Cloud,AWS;Azure;Linux,Azure AI,22.4,20.1,90,2025-10-11,,,,Rejected,Remote,Pune
APP0311,Vritika Ghosh,Female,37,Bhubaneswar,Odisha,M.Tech,Software Engineering,Kara LLC Institute,2026,0,,BI Developer,Analytics,Power BI;DAX;SQL,Oracle Java,4.2,,30,2025-03-15,,,68.0,Pending,Onsite,Pune
APP0312,Hansh Goel,Male,37,Kolkata,West Bengal,B.Tech,Cloud Computing,Datta Group Institute,2017,8,,Machine Learning Engineer,AI/ML,Scikit-learn;Python;Deep Learning,Scrum Master,23.0,21.6,90,2025-04-09,,86.0,95.0,Selected,Hybrid,Indore
APP0313,Gatik Verma,Female,30,Ahmedabad,Gujarat,B.E.,Software Engineering,Sunder-Krishnan Institute,2025,1,Cognizant,Cloud Engineer,Cloud,AWS;Azure;Linux,,10.0,5.8,90,2025-11-27,,71.0,62.0,Rejected,Remote,Mumbai
APP0314,Sahil Jayaraman,Male,31,Jaipur,Rajasthan,B.E.,Information Technology,Bhandari and Sons Institute,2021,5,Tech Mahindra,Java Developer,Software Development,Java;Spring Boot;MySQL,Oracle Java,8.9,7.8,15,2025-08-03,92.0,64.0,,Selected,Onsite,Delhi
APP0315,Heer Ahuja,Female,25,Kochi,Kerala,M.Tech,Data Science,"Khurana, Solanki and Seth Institute",2023,3,Persistent,Cloud Engineer,Cloud,AWS;Azure;Linux,ISTQB,6.3,3.0,45,2025-07-18,,69.0,89.0,Selected,Hybrid,Nagpur
APP0316,Yuvraj  Grover,Male,38,Pune,Maharashtra,M.Sc Data Science,Data Science,Dani-Sodhi Institute,2025,1,Infosys,Java Developer,Software Development,Java;Spring Boot;MySQL,CEH,7.4,4.5,90,2026-02-09,86.0,81.0,78.0,Rejected,Remote,Kolkata
APP0317,Vidur Garg,Male,34,Noida,Uttar Pradesh,B.Tech,Computer Science,Mane-Uppal Institute,2025,1,IBM,Business Analyst,Business Intelligence,Excel;SQL;Analytics,Scrum Master,26.6,22.7,15,2026-04-13,75.0,,74.0,Rejected,Onsite,Delhi
APP0318,Aarav Srinivas,Male,21,Noida,Uttar Pradesh,M.Tech,Cyber Security,Chad-Ganesh Institute,2021,4,Wipro,Data Scientist,Analytics,Python;Machine Learning;SQL,Microsoft Power BI,11.5,8.3,90,2025-05-03,,73.0,,Pending,Onsite,Pune
APP0319,Priyansh Seshadri,Male,30,Noida,Uttar Pradesh,M.Tech,Cyber Security,Barad PLC Institute,2016,10,LTIMindtree,Business Analyst,Business Intelligence,Excel;SQL;Analytics,,31.1,28.5,90,2025-09-29,,60.0,,Pending,Remote,Indore
APP0320,Yashvi Barad,Male,32,Ahmedabad,Gujarat,MCA,AI & ML,Kaur Ltd Institute,2019,6,Persistent,Data Analyst,Analytics,Python;Pandas;Power BI,Scrum Master,26.8,25.6,15,2025-11-13,83.0,,,Pending,Onsite,Indore
APP0321,Anahita Buch,Male,23,Bangalore,Karnataka,MCA,Cloud Computing,Badami Ltd Institute,2024,2,IBM,AI Engineer,AI/ML,Python;TensorFlow;NLP,Microsoft Power BI,20.7,17.1,90,2025-05-22,73.0,,,Pending,Remote,Noida
APP0322,Tanya Dora,Male,30,Jaipur,Rajasthan,B.Tech,Information Technology,"Baral, Barad and Choudhry Institute",2017,7,Wipro,Project Manager,Management,Agile;Scrum;Leadership,IBM AI,31.9,29.1,15,2025-07-20,83.0,,65.0,Pending,Remote,Noida
APP0323,Jiya Bath,Male,30,Nagpur,Maharashtra,B.E.,Information Technology,"Toor, Bumb and Bose Institute",2019,5,TCS,Cloud Engineer,Cloud,AWS;Azure;Linux,,4.7,2.0,90,2026-01-13,94.0,,,Pending,Hybrid,Delhi
APP0324,Navya Tailor,Female,28,Kolkata,West Bengal,M.Tech,Cloud Computing,Rao PLC Institute,2017,7,Cognizant,Frontend Developer,Web Development,HTML;CSS;React,AWS Certified,28.4,25.5,30,2025-03-29,,,,Rejected,Hybrid,Noida
APP0325,Myra Malhotra,Male,35,Nagpur,Maharashtra,MCA,Cloud Computing,"Biswas, Sachdeva and Gour Institute",2016,8,Wipro,Machine Learning Engineer,AI/ML,Scikit-learn;Python;Deep Learning,Oracle Java,12.8,7.9,90,2025-10-22,69.0,75.0,,Pending,Remote,Ahmedabad
APP0326,Priyansh Brar,Male,35,Chennai,Tamil Nadu,MCA,AI & ML,Ben and Sons Institute,2025,0,,Backend Developer,Software Development,Node.js;MongoDB;APIs,AWS Certified,17.9,,90,2026-01-29,,67.0,,Pending,Hybrid,Ahmedabad
APP0327,Nirvaan Issac,Male,30,Jaipur,Rajasthan,B.Tech,Software Engineering,Buch-Dugar Institute,2021,4,HCL,Cyber Security Analyst,Security,Network Security;Python;SIEM,Oracle Java,34.1,30.1,60,2025-03-13,,81.0,90.0,Rejected,Remote,Chennai
APP0328,Jiya Kumer,Male,37,Pune,Maharashtra,M.Tech,Data Science,Bhatia-Bumb Institute,2018,6,IBM,Cloud Engineer,Cloud,AWS;Azure;Linux,ISTQB,10.9,6.2,90,2025-12-13,77.0,61.0,,Pending,Onsite,Pune
APP0329,Vivaan Deo,Female,38,Bhubaneswar,Odisha,B.Tech,Data Science,Sharma-Khanna Institute,2023,3,LTIMindtree,Backend Developer,Software Development,Node.js;MongoDB;APIs,Microsoft Power BI,26.2,23.5,60,2025-06-07,,,,Rejected,Hybrid,Nagpur
APP0330,Nayantara Vig,Female,23,Indore,Madhya Pradesh,B.Tech,Software Engineering,Kara-Wali Institute,2017,8,Persistent,Database Administrator,Database,Oracle;SQL Server;Backup,IBM AI,8.3,5.0,60,2025-02-03,65.0,,,Selected,Onsite,Noida
APP0331,Hansh Wali,Male,21,Jaipur,Rajasthan,B.E.,Cyber Security,Choudhury Group Institute,2025,1,Cognizant,AI Engineer,AI/ML,Python;TensorFlow;NLP,,29.8,27.6,60,2025-04-25,91.0,,,Selected,Onsite,Ahmedabad
APP0332,Dhruv Tara,Female,36,Bhubaneswar,Odisha,BCA,Software Engineering,Grover LLC Institute,2023,3,Cognizant,Cyber Security Analyst,Security,Network Security;Python;SIEM,,19.2,15.4,60,2025-11-03,75.0,,91.0,Pending,Remote,Chennai
APP0333,Bhamini Chauhan,Female,32,Gurgaon,Haryana,B.Tech,Cyber Security,Mann-Sandhu Institute,2025,1,Cognizant,Python Developer,Software Development,Python;Django;SQL,Scrum Master,22.0,20.4,15,2025-07-04,89.0,82.0,,Pending,Remote,Indore
APP0334,Gatik Biswas,Female,25,Ahmedabad,Gujarat,B.Tech,AI & ML,Ranganathan-Dubey Institute,2016,10,Oracle,Machine Learning Engineer,AI/ML,Scikit-learn;Python;Deep Learning,IBM AI,22.6,20.9,45,2025-10-01,,,83.0,Rejected,Hybrid,Chennai
APP0335,Kismat Gour,Male,24,Bhubaneswar,Odisha,M.Sc Data Science,AI & ML,"Bava, Rajan and Iyengar Institute",2026,0,,Machine Learning Engineer,AI/ML,Scikit-learn;Python;Deep Learning,AWS Certified,8.8,,60,2026-04-15,74.0,95.0,,Rejected,Hybrid,Jaipur
APP0336,Ritvik Dua,Male,28,Chennai,Tamil Nadu,MCA,AI & ML,Bajwa LLC Institute,2020,4,Capgemini,AI Engineer,AI/ML,Python;TensorFlow;NLP,Google Data Analytics,20.2,15.3,15,2026-03-15,,61.0,74.0,Rejected,Onsite,Indore
APP0337,Myra Koshy,Male,29,Indore,Madhya Pradesh,B.Tech,Information Technology,Loyal-Balasubramanian Institute,2026,0,,Data Scientist,Analytics,Python;Machine Learning;SQL,IBM AI,28.0,,15,2025-08-29,87.0,,62.0,Selected,Remote,Bhubaneswar
APP0338,Indrajit Balasubramanian,Male,37,Kolkata,West Bengal,BCA,Information Technology,D’Alia PLC Institute,2020,6,Infosys,Cloud Engineer,Cloud,AWS;Azure;Linux,,9.7,7.3,15,2026-03-14,,,82.0,Pending,Remote,Jaipur
APP0339,Dhanush Raju,Male,26,Bangalore,Karnataka,M.Sc Data Science,Cloud Computing,"Sridhar, Sengupta and Sura Institute",2024,0,,Cyber Security Analyst,Security,Network Security;Python;SIEM,CEH,4.1,,60,2025-08-14,66.0,,83.0,Selected,Onsite,Bangalore
APP0340,Shlok Mallick,Female,36,Delhi,Delhi,B.Tech,Software Engineering,Subramaniam-Buch Institute,2015,10,Cognizant,Data Scientist,Analytics,Python;Machine Learning;SQL,Microsoft Power BI,7.8,6.4,90,2025-02-12,,,95.0,Pending,Hybrid,Ahmedabad
APP0341,Aarna Sarraf,Female,24,Kochi,Kerala,M.Tech,Business Analytics,Upadhyay-Date Institute,2023,1,Oracle,Business Analyst,Business Intelligence,Excel;SQL;Analytics,,16.6,11.7,15,2025-01-07,87.0,,83.0,Selected,Remote,Delhi
APP0342,Himmat Deo,Female,36,Delhi,Delhi,MCA,Cyber Security,"Kant, Sawhney and Balasubramanian Institute",2018,8,,Data Scientist,Analytics,Python;Machine Learning;SQL,,6.0,1.1,60,2026-03-06,81.0,,67.0,Rejected,Hybrid,Ahmedabad
APP0343,Miraan Ganguly,Male,21,Kolkata,West Bengal,B.Tech,Computer Science,"Chada, Sinha and Mallick Institute",2020,4,Infosys,Full Stack Developer,Web Development,React;Node.js;SQL,Microsoft Power BI,12.6,8.5,15,2025-11-18,,,91.0,Selected,Hybrid,Kolkata
APP0344,Vidur Kale,Female,36,Ahmedabad,Gujarat,BCA,Cyber Security,Mannan and Sons Institute,2025,0,,Frontend Developer,Web Development,HTML;CSS;React,Scrum Master,23.3,,45,2025-05-31,66.0,,89.0,Pending,Onsite,Pune
APP0345,Drishya Sankar,Female,26,Indore,Madhya Pradesh,M.Tech,Software Engineering,Sridhar-Sridhar Institute,2023,3,Wipro,Java Developer,Software Development,Java;Spring Boot;MySQL,IBM AI,15.9,13.6,60,2025-10-13,,89.0,62.0,Rejected,Remote,Kolkata
APP0346,Indrans Chowdhury,Female,32,Ahmedabad,Gujarat,M.Sc Data Science,Cyber Security,"Wali, Banerjee and Viswanathan Institute",2017,7,Tech Mahindra,BI Developer,Analytics,Power BI;DAX;SQL,AWS Certified,25.2,21.9,15,2025-09-11,90.0,92.0,,Pending,Remote,Nagpur
APP0347,Bhamini Chacko,Female,22,Kochi,Kerala,MBA,Data Science,Zachariah LLC Institute,2022,2,Capgemini,Backend Developer,Software Development,Node.js;MongoDB;APIs,Oracle Java,22.1,18.0,45,2025-07-30,,,,Pending,Remote,Bhubaneswar
APP0348,Amani Rajagopal,Male,36,Jaipur,Rajasthan,BCA,Computer Science,Kalita PLC Institute,2025,1,Tech Mahindra,Data Analyst,Analytics,Python;Pandas;Power BI,CEH,14.5,13.4,90,2025-05-17,80.0,,,Rejected,Hybrid,Kolkata
APP0349,Mishti Barman,Female,27,Mumbai,Maharashtra,M.Tech,Information Technology,Arya Ltd Institute,2024,0,,BI Developer,Analytics,Power BI;DAX;SQL,Scrum Master,24.9,,30,2025-07-06,,,,Rejected,Hybrid,Pune
APP0350,Siya Dash,Male,32,Hyderabad,Telangana,M.Sc Data Science,Information Technology,Upadhyay Ltd Institute,2016,10,Persistent,Full Stack Developer,Web Development,React;Node.js;SQL,IBM AI,23.4,18.6,90,2025-08-07,,77.0,,Rejected,Hybrid,Ahmedabad
APP0351,Oorja Suresh,Female,29,Gurgaon,Haryana,MBA,Software Engineering,Sheth-Ramanathan Institute,2024,1,HCL,Frontend Developer,Web Development,HTML;CSS;React,,16.5,13.0,15,2025-12-05,89.0,61.0,91.0,Pending,Remote,Chennai
APP0352,Tanya Chana,Female,26,Noida,Uttar Pradesh,MCA,Data Science,Sha LLC Institute,2025,1,Accenture,AI Engineer,AI/ML,Python;TensorFlow;NLP,Oracle Java,27.1,23.0,15,2025-05-17,,80.0,,Selected,Remote,Pune
APP0353,Siya Hayre,Female,38,Bangalore,Karnataka,B.E.,Computer Science,Mann-Agate Institute,2021,4,LTIMindtree,Cyber Security Analyst,Security,Network Security;Python;SIEM,Microsoft Power BI,21.4,18.7,15,2025-05-13,62.0,,68.0,Selected,Remote,Chennai
APP0354,Charvi Dewan,Female,36,Kolkata,West Bengal,B.Tech,Data Science,"Batta, Dhar and Iyengar Institute",2025,0,,Cyber Security Analyst,Security,Network Security;Python;SIEM,,31.8,,15,2025-09-25,,68.0,67.0,Rejected,Hybrid,Kochi
APP0355,Kashvi Sarna,Female,29,Kolkata,West Bengal,M.Sc Data Science,Computer Science,Mallick Ltd Institute,2014,10,IBM,Full Stack Developer,Web Development,React;Node.js;SQL,Scrum Master,27.1,22.4,45,2025-08-14,73.0,66.0,,Pending,Remote,Chennai
APP0356,Hiran Bobal,Male,22,Gurgaon,Haryana,MBA,Data Science,"Kala, Bhatt and Chopra Institute",2020,4,Cognizant,Database Administrator,Database,Oracle;SQL Server;Backup,Scrum Master,11.6,9.5,60,2025-11-27,,,79.0,Rejected,Onsite,Jaipur
APP0357,Armaan Jha,Male,35,Chennai,Tamil Nadu,MBA,Cloud Computing,"Bains, Hayre and Borah Institute",2021,5,,Data Scientist,Analytics,Python;Machine Learning;SQL,,30.6,28.0,60,2025-04-18,,79.0,,Selected,Hybrid,Kochi
APP0358,Kavya Manne,Female,38,Mumbai,Maharashtra,MBA,Cloud Computing,Walia LLC Institute,2020,4,IBM,BI Developer,Analytics,Power BI;DAX;SQL,AWS Certified,16.8,12.4,15,2025-06-30,87.0,,92.0,Pending,Onsite,Nagpur
APP0359,Pari Saraf,Male,34,Ahmedabad,Gujarat,M.Sc Data Science,Cloud Computing,"Hans, Banik and Varkey Institute",2014,10,IBM,Business Analyst,Business Intelligence,Excel;SQL;Analytics,Microsoft Power BI,8.2,5.6,30,2025-05-08,,96.0,67.0,Rejected,Remote,Ahmedabad
APP0360,Gokul Das,Male,23,Kolkata,West Bengal,M.Tech,Data Science,Sheth-Kumar Institute,2015,10,Cognizant,Frontend Developer,Web Development,HTML;CSS;React,Google Data Analytics,10.2,7.5,15,2026-04-18,,84.0,61.0,Rejected,Onsite,Delhi
APP0361,Reyansh Thakkar,Male,27,Kolkata,West Bengal,B.E.,Cyber Security,Chakraborty-Dayal Institute,2026,0,,QA Engineer,Testing,Selenium;Java;Manual Testing,IBM AI,33.7,,60,2025-03-02,70.0,,,Rejected,Remote,Delhi
APP0362,Alia Bahri,Female,28,Kochi,Kerala,BCA,Business Analytics,"Sibal, Divan and Bawa Institute",2020,6,Capgemini,Cloud Engineer,Cloud,AWS;Azure;Linux,ISTQB,34.9,32.8,90,2025-05-29,,,69.0,Pending,Onsite,Noida
APP0363,Arnav Jhaveri,Male,22,Mumbai,Maharashtra,MCA,Data Science,"Chaudhary, Yohannan and Sharaf Institute",2022,4,IBM,Python Developer,Software Development,Python;Django;SQL,ISTQB,31.0,26.1,90,2025-02-18,85.0,,76.0,Pending,Onsite,Jaipur
APP0364,Saira Agrawal,Male,29,Jaipur,Rajasthan,B.E.,Business Analytics,"Chatterjee, Devan and Ahuja Institute",2025,0,,Java Developer,Software Development,Java;Spring Boot;MySQL,ISTQB,19.6,,60,2025-10-25,,,68.0,Selected,Remote,Chennai
APP0365,Divyansh Deshmukh,Female,29,Jaipur,Rajasthan,BCA,Cloud Computing,"Kala, Bobal and Sinha Institute",2023,3,Accenture,Product Analyst,Product,Analytics;Agile;SQL,Google Data Analytics,12.1,9.8,45,2026-04-08,,,,Pending,Hybrid,Indore
APP0366,Priyansh Karan,Male,35,Nagpur,Maharashtra,M.Tech,Information Technology,Kalita and Sons Institute,2017,7,IBM,Project Manager,Management,Agile;Scrum;Leadership,AWS Certified,28.7,27.5,60,2025-05-14,69.0,74.0,,Rejected,Onsite,Gurgaon
APP0367,Stuvan De,Male,37,Noida,Uttar Pradesh,M.Sc Data Science,Cyber Security,Dara PLC Institute,2022,4,HCL,Business Analyst,Business Intelligence,Excel;SQL;Analytics,,30.2,25.7,90,2026-03-04,,65.0,78.0,Selected,Onsite,Pune
APP0368,Sana Bail,Male,31,Gurgaon,Haryana,B.E.,Computer Science,Tara PLC Institute,2023,3,Infosys,Machine Learning Engineer,AI/ML,Scikit-learn;Python;Deep Learning,Microsoft Power BI,11.6,8.6,60,2025-07-11,,,,Rejected,Onsite,Hyderabad
APP0369,Dhanuk Goda,Male,23,Kolkata,West Bengal,BCA,Software Engineering,Yohannan and Sons Institute,2024,2,Infosys,Python Developer,Software Development,Python;Django;SQL,CEH,24.3,19.5,45,2026-02-13,80.0,73.0,,Selected,Remote,Indore
APP0370,Riya Bumb,Female,34,Kochi,Kerala,MBA,Cyber Security,Guha Inc Institute,2026,0,,Full Stack Developer,Web Development,React;Node.js;SQL,,30.4,,90,2025-06-02,,,69.0,Selected,Hybrid,Ahmedabad
APP0371,Anay Hegde,Female,26,Mumbai,Maharashtra,M.Tech,Software Engineering,"Lal, Bahl and Edwin Institute",2021,5,Infosys,Backend Developer,Software Development,Node.js;MongoDB;APIs,AWS Certified,19.2,14.7,90,2026-02-20,,,,Rejected,Hybrid,Ahmedabad
APP0372,Eshani Dani,Male,30,Bangalore,Karnataka,M.Sc Data Science,Data Science,Gour Ltd Institute,2020,4,Oracle,AI Engineer,AI/ML,Python;TensorFlow;NLP,CEH,23.5,20.4,45,2025-03-18,,87.0,,Pending,Remote,Gurgaon
APP0373,Advik Bakshi,Female,26,Mumbai,Maharashtra,M.Sc Data Science,AI & ML,Keer Ltd Institute,2021,5,Accenture,Java Developer,Software Development,Java;Spring Boot;MySQL,AWS Certified,19.8,17.1,15,2025-02-28,,,65.0,Rejected,Onsite,Hyderabad
APP0374,Himmat Bhargava,Male,34,Chennai,Tamil Nadu,BCA,Computer Science,Bajaj-Baria Institute,2014,10,TCS,Business Analyst,Business Intelligence,Excel;SQL;Analytics,CEH,17.9,13.7,15,2026-03-23,81.0,73.0,,Selected,Remote,Ahmedabad
APP0375,Parinaaz Kalita,Male,21,Noida,Uttar Pradesh,B.E.,Information Technology,Sastry Inc Institute,2017,8,TCS,Business Analyst,Business Intelligence,Excel;SQL;Analytics,Oracle Java,30.9,26.0,15,2025-03-06,,,79.0,Selected,Hybrid,Ahmedabad
APP0376,Hridaan Vasa,Male,26,Nagpur,Maharashtra,B.E.,Business Analytics,Bhat Group Institute,2021,3,IBM,DevOps Engineer,Cloud,Docker;Kubernetes;CI/CD,Microsoft Power BI,30.6,27.4,15,2025-01-12,,89.0,,Rejected,Onsite,Bangalore
APP0377,Mahika Chacko,Female,37,Bangalore,Karnataka,BCA,Business Analytics,"Lall, Desai and Lata Institute",2019,6,Capgemini,Cyber Security Analyst,Security,Network Security;Python;SIEM,AWS Certified,5.6,4.6,90,2025-07-24,,,,Selected,Hybrid,Kolkata
APP0378,Baiju Goda,Female,21,Chennai,Tamil Nadu,B.E.,Cyber Security,Virk Inc Institute,2025,0,,Project Manager,Management,Agile;Scrum;Leadership,Oracle Java,31.7,,60,2025-12-24,,,,Rejected,Hybrid,Bangalore
APP0379,Aarav Doshi,Female,26,Gurgaon,Haryana,BCA,Data Science,Rajagopal-Ben Institute,2018,6,Cognizant,DevOps Engineer,Cloud,Docker;Kubernetes;CI/CD,Azure AI,14.5,11.1,60,2026-02-12,89.0,,,Selected,Remote,Bangalore
APP0380,Myra Chander,Female,29,Nagpur,Maharashtra,MCA,AI & ML,Wagle-Sarin Institute,2025,0,,BI Developer,Analytics,Power BI;DAX;SQL,Google Data Analytics,33.2,,90,2025-01-10,,75.0,95.0,Selected,Remote,Chennai
APP0381,Abram Verma,Male,37,Delhi,Delhi,BCA,Information Technology,Soni Ltd Institute,2020,6,LTIMindtree,Data Scientist,Analytics,Python;Machine Learning;SQL,AWS Certified,7.7,5.8,60,2026-04-04,,82.0,,Rejected,Remote,Mumbai
APP0382,Badal Iyer,Female,24,Indore,Madhya Pradesh,B.E.,Cloud Computing,"Dhar, Lad and Ramanathan Institute",2021,5,Tech Mahindra,Data Scientist,Analytics,Python;Machine Learning;SQL,Google Data Analytics,19.7,18.0,15,2026-01-26,67.0,83.0,,Selected,Hybrid,Delhi
APP0383,Prisha Kadakia,Female,28,Indore,Madhya Pradesh,B.E.,Software Engineering,Sinha-Rastogi Institute,2024,1,Accenture,Python Developer,Software Development,Python;Django;SQL,CEH,14.6,11.6,60,2025-03-19,,,83.0,Pending,Onsite,Chennai
APP0384,Advik Dhillon,Male,34,Pune,Maharashtra,B.Tech,Software Engineering,"Trivedi, Bath and Bala Institute",2026,0,,Business Analyst,Business Intelligence,Excel;SQL;Analytics,AWS Certified,26.2,,30,2026-01-31,93.0,,,Pending,Remote,Ahmedabad
APP0385,Alia Rajagopalan,Male,33,Jaipur,Rajasthan,M.Tech,Data Science,Khanna-Singh Institute,2024,1,Oracle,Product Analyst,Product,Analytics;Agile;SQL,,16.5,12.8,90,2026-04-06,,,,Pending,Hybrid,Jaipur
APP0386,Drishya Bhattacharyya,Male,37,Chennai,Tamil Nadu,BCA,Cyber Security,Chanda Inc Institute,2016,10,Oracle,Full Stack Developer,Web Development,React;Node.js;SQL,ISTQB,31.3,30.0,30,2025-04-20,,84.0,,Selected,Remote,Bhubaneswar
APP0387,Manjari Desai,Male,24,Indore,Madhya Pradesh,M.Tech,Cyber Security,Sarin-Bala Institute,2019,6,HCL,Project Manager,Management,Agile;Scrum;Leadership,AWS Certified,11.5,7.4,60,2025-03-05,87.0,,,Rejected,Remote,Indore
APP0388,Inaaya  Sengupta,Male,32,Jaipur,Rajasthan,M.Tech,Information Technology,Kapoor-Sampath Institute,2020,6,Wipro,Project Manager,Management,Agile;Scrum;Leadership,CEH,14.9,12.8,60,2025-09-22,,93.0,,Selected,Remote,Pune
APP0389,Devansh Korpal,Female,35,Delhi,Delhi,MBA,Business Analytics,Yogi Ltd Institute,2022,4,LTIMindtree,AI Engineer,AI/ML,Python;TensorFlow;NLP,CEH,17.8,15.3,30,2025-11-22,,,,Selected,Onsite,Nagpur
APP0390,Jayesh Shukla,Male,38,Noida,Uttar Pradesh,MCA,Information Technology,"Khosla, Dey and Thakkar Institute",2024,0,,Business Analyst,Business Intelligence,Excel;SQL;Analytics,,19.9,,60,2026-01-18,93.0,,90.0,Selected,Remote,Chennai
APP0391,Badal Kaul,Male,25,Kolkata,West Bengal,M.Sc Data Science,Software Engineering,Lad-Kaur Institute,2024,0,,Cyber Security Analyst,Security,Network Security;Python;SIEM,AWS Certified,8.8,,45,2025-01-15,,,,Rejected,Remote,Nagpur
APP0392,Vivaan Gaba,Female,33,Kochi,Kerala,M.Tech,AI & ML,"Gade, Sane and Kaur Institute",2026,0,,BI Developer,Analytics,Power BI;DAX;SQL,Google Data Analytics,21.0,,90,2026-04-06,64.0,,,Pending,Hybrid,Indore
APP0393,Navya Lalla,Female,29,Noida,Uttar Pradesh,MBA,Information Technology,Thaman-Talwar Institute,2024,0,,Business Analyst,Business Intelligence,Excel;SQL;Analytics,Google Data Analytics,14.1,,15,2026-05-06,,,81.0,Pending,Onsite,Indore
APP0394,Heer Batta,Male,21,Indore,Madhya Pradesh,MCA,Data Science,"Singhal, Choudhury and Rajagopal Institute",2019,5,Capgemini,Cyber Security Analyst,Security,Network Security;Python;SIEM,,7.8,4.6,60,2025-03-03,72.0,96.0,90.0,Selected,Onsite,Kolkata
APP0395,Trisha Madan,Female,23,Chennai,Tamil Nadu,B.Tech,Information Technology,Dhingra Group Institute,2020,6,Oracle,Full Stack Developer,Web Development,React;Node.js;SQL,Google Data Analytics,19.2,14.5,45,2025-07-15,,,,Selected,Remote,Hyderabad
APP0396,Jayant Kaur,Female,24,Indore,Madhya Pradesh,MCA,AI & ML,"Kadakia, Mangal and Agarwal Institute",2025,0,,Data Analyst,Analytics,Python;Pandas;Power BI,CEH,33.5,,45,2025-06-02,70.0,80.0,61.0,Rejected,Hybrid,Kochi
APP0397,Bhavin Chandran,Female,35,Bhubaneswar,Odisha,BCA,Software Engineering,"Jhaveri, Rana and Iyengar Institute",2026,0,,Data Scientist,Analytics,Python;Machine Learning;SQL,Azure AI,11.4,,60,2025-02-01,,,,Selected,Hybrid,Ahmedabad
APP0398,Aarav Dara,Male,25,Bangalore,Karnataka,MCA,AI & ML,"Buch, Saxena and Wadhwa Institute",2023,1,,Python Developer,Software Development,Python;Django;SQL,Oracle Java,33.9,30.2,90,2026-03-10,75.0,,88.0,Rejected,Onsite,Noida
